"","n.M.police","n.F.police","n.U.police.gender","n.W.police","n.B.police","n.A.police","n.L.police","n.O.police","id"
"2968",0,0,0,0,0,0,1,0,934549
"2969",2,0,1,0,0,0,0,0,2331587
"2970",0,0,1,1,0,0,0,0,306244
"2971",1,0,1,0,0,0,0,0,78830
"2972",3,0,1,0,0,0,0,0,773560
"2973",0,0,0,1,0,0,0,0,1763245
"2974",0,1,1,0,0,0,0,0,2705041
"2975",0,0,0,0,0,1,0,0,4020016
"2976",1,0,1,0,0,0,0,0,3398469
"2977",0,0,0,3,0,0,0,0,2149679
"2978",0,0,0,1,0,0,0,0,3862375
"2979",1,0,1,0,0,0,0,0,4038182
"2980",1,0,1,0,0,0,0,0,2767952
"2981",0,0,0,2,0,0,1,0,4620489
"2982",0,0,0,4,0,0,0,0,4829364
"2983",2,0,1,0,0,0,0,0,4614948
"2984",0,0,0,1,1,0,0,0,1806739
"2985",3,0,1,0,0,0,0,0,1111026
"2986",0,0,1,0,0,0,0,0,662951
"2987",0,0,0,1,1,0,1,0,2458747
"2988",0,0,0,1,0,0,0,0,2896678
"2989",1,0,1,0,0,0,0,0,1694206
"2990",0,0,0,1,0,0,0,0,542569
"2991",1,0,1,0,0,0,0,0,1362720
"2992",0,0,0,2,2,0,0,0,3380044
"2993",0,0,0,2,0,0,0,0,2531183
"2994",1,0,1,0,0,0,0,0,791315
"2995",1,0,1,0,0,0,0,0,3211558
"2996",0,0,0,0,1,0,0,0,2769134
"2997",1,0,1,0,0,0,0,0,4676033
"2998",2,0,1,0,0,0,0,0,3571784
"2999",1,0,1,0,0,0,0,0,4360076
"3000",0,0,0,1,0,0,0,0,4249087
